30.08.2022,19.792,6,20.295,6,20.558,2,19.559,7,308,41.000,-2,48
29.08.2022,20.295,8,19.551,3,20.394,5,19.551,2,248,04.000,3,81
28.08.2022,19.550,2,20.034,2,20.150,8,19.542,9,159,60.000,-2,41
27.08.2022,20.033,9,20.249,9,20.343,6,19.849,8,187,34.000,-1,07
26.08.2022,20.249,9,21.564,2,21.815,3,20.122,4,322,16.000,-6,10
25.08.2022,21.565,4,21.365,4,21.801,2,21.324,8,190,15.000,0,94
24.08.2022,21.365,2,21.516,2,21.832,3,21.171,1,202,40.000,-0,71
23.08.2022,21.517,2,21.416,5,21.661,0,20.919,6,228,65.000,0,47
22.08.2022,21.416,3,21.516,8,21.517,4,20.912,1,251,83.000,-0,47
21.08.2022,21.517,2,21.138,9,21.692,4,21.077,4,177,52.000,1,79
20.08.2022,21.138,9,20.830,7,21.357,4,20.784,8,206,94.000,1,48
19.08.2022,20.831,3,23.201,6,23.202,3,20.807,8,339,47.000,-10,22
18.08.2022,23.203,6,23.337,7,23.578,0,23.131,3,160,97.000,-0,58
17.08.2022,23.338,0,23.855,8,24.423,5,23.191,6,239,53.000,-2,17
16.08.2022,23.856,8,24.102,6,24.240,8,23.693,8,201,70.000,-1,02
15.08.2022,24.101,7,24.303,3,25.205,7,23.784,5,279,28.000,-0,83
14.08.2022,24.302,8,24.442,1,24.997,3,24.172,2,177,25.000,-0,57
13.08.2022,24.442,5,24.398,9,24.882,9,24.318,7,170,59.000,0,18
12.08.2022,24.398,7,23.935,3,24.440,8,23.616,4,194,96.000,1,94
11.08.2022,23.935,3,23.963,3,24.873,5,23.864,0,285,36.000,-0,12
10.08.2022,23.962,9,23.150,3,24.209,9,22.714,7,243,61.000,3,53
09.08.2022,23.146,7,23.818,1,23.912,0,22.886,5,169,62.000,-2,81
08.08.2022,23.816,3,23.175,3,24.234,1,23.160,6,197,94.000,2,77
07.08.2022,23.175,3,22.944,2,23.387,7,22.852,3,99,36.000,1,01
06.08.2022,22.944,2,23.308,2,23.344,4,22.923,6,94,44.000,-1,56
05.08.2022,23.308,2,22.613,3,23.447,6,22.593,5,208,90.000,3,08
04.08.2022,22.612,1,22.822,2,23.214,5,22.438,7,181,19.000,-0,91
03.08.2022,22.820,8,22.988,7,23.623,7,22.698,6,174,66.000,-0,73
02.08.2022,22.988,6,23.271,1,23.423,3,22.670,8,177,30.000,-1,21
01.08.2022,23.271,2,23.303,4,23.484,4,22.863,8,162,33.000,-0,14
31.07.2022,23.303,4,23.634,2,24.179,3,23.236,2,138,84.000,-1,40
30.07.2022,23.634,2,23.774,2,24.605,3,23.521,8,168,72.000,-0,59
